Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species	Enzyme
A0A5B3G7J3	A0A5B3G7J3_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes shahii	4.2.3.5	UniRef90_D4ILI3	Alistipes_shahii	aroC
D4ILI3	D4ILI3_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes shahii WAL 8301	4.2.3.5	UniRef90_D4ILI3	Alistipes_shahii	aroC
A0A396EKQ1	A0A396EKQ1_BACFG	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bacteroides fragilis	2.5.1.54	UniRef90_I9V610	Bacteroides_fragilis	aroF_G_H
A0A642KVI9	A0A642KVI9_BACFG	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bacteroides fragilis	2.5.1.54	UniRef90_I9V610	Bacteroides_fragilis	aroF_G_H
I9V610	I9V610_BACFG	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bacteroides fragilis CL05T12C13	2.5.1.54	UniRef90_I9V610	Bacteroides_fragilis	aroF_G_H
A0A016AS25	A0A016AS25_BACFG	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bacteroides fragilis str. S36L11	2.5.1.54	UniRef90_I9V610	Bacteroides_fragilis	aroF_G_H
A0A0K6BYF3	A0A0K6BYF3_BACFG	3-deoxy-7-phosphoheptulonate synthase (Cytochrome C4) (Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54))	Bacteroides fragilis	2.5.1.54	UniRef90_A0A108T7N5	Bacteroides_fragilis	aroF_G_H
A0A0I9S4N6	A0A0I9S4N6_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A396CD68	A0A396CD68_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A413K3R4	A0A413K3R4_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A5M5XD36	A0A5M5XD36_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0AAQ2NFZ9	A0AAQ2NFZ9_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A149NGU7	A0A149NGU7_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A2M9V639	A0A2M9V639_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A4P8LBW8	A0A4P8LBW8_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A5C6LC25	A0A5C6LC25_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A642L7K4	A0A642L7K4_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A016CTY7	A0A016CTY7_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. 3976T8	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
E1WLD5	E1WLD5_BACF6	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis (strain 638R)	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A015XEJ3	A0A015XEJ3_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. S36L11	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A015U623	A0A015U623_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. 3998T(B)3	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A015W543	A0A015W543_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. 3988T(B)14	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A015ZNT2	A0A015ZNT2_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. 2-F-2 #4	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0AAN4SJP9	A0AAN4SJP9_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. 1007-1-F #10	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
I9BN52	I9BN52_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis CL05T12C13	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A0E2B5F1	A0A0E2B5F1_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis CL07T12C05	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
Q5LHG3	Q5LHG3_BACFN	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
Q64YD2	Q64YD2_BACFR	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis (strain YCH46)	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0AB73AQ32	A0AB73AQ32_BACFG	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides fragilis str. 3783N1-6	4.2.3.4	UniRef90_A0A149NGU7	Bacteroides_fragilis	aroB
A0A081UL79	A0A081UL79_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A0K6C0J6	A0A0K6C0J6_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A396C5J8	A0A396C5J8_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
D1JW71	D1JW71_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
I9VAS7	I9VAS7_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis CL05T12C13	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A0E2AJE8	A0A0E2AJE8_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis CL07T12C05	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A016AI02	A0A016AI02_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis str. 3976T8	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
E1WRK3	E1WRK3_BACF6	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis (strain 638R)	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
Q64MR7	Q64MR7_BACFR	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis (strain YCH46)	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A015WWK3	A0A015WWK3_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis str. S36L11	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A015TNY5	A0A015TNY5_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis str. 3988T(B)14	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A015VR40	A0A015VR40_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis str. 3998T(B)3	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A015ZDA9	A0A015ZDA9_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis str. 2-F-2 #4	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0AAN4MVB6	A0AAN4MVB6_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis str. 1007-1-F #10	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0AB38PPB8	A0AB38PPB8_BACFG	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
Q5L7K4	Q5L7K4_BACFN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0AB73AEB8	A0AB73AEB8_BACFG	3-dehydroquinate dehydratase, type II (EC 4.2.1.10)	Bacteroides fragilis str. 3783N1-6	4.2.1.10	UniRef90_I9VAS7	Bacteroides_fragilis	aroD
A0A5C6L0R1	A0A5C6L0R1_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0A2M9V345	A0A2M9V345_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0A5M5WZB2	A0A5M5WZB2_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0A642EYB1	A0A642EYB1_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0A642KZ66	A0A642KZ66_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
F7LLZ8	F7LLZ8_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
I9VXT1	I9VXT1_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis CL05T12C13	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
E1WQ92	E1WQ92_BACF6	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis (strain 638R)	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0A015V8N9	A0A015V8N9_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis str. 3998T(B)3	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0AAN4N1J0	A0AAN4N1J0_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis str. 1007-1-F #10	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0AB38PN28	A0AB38PN28_BACFG	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
Q5LGF4	Q5LGF4_BACFN	Multifunctional fusion protein [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	1.1.1.25; 4.1.99.12	UniRef90_Q5LGF4	Bacteroides_fragilis	aroE
A0A6L3GL90	A0A6L3GL90_BACFG	shikimate dehydrogenase (NADP(+)) (EC 1.1.1.25)	Bacteroides fragilis	1.1.1.25	UniRef90_A0A6L3GL90	Bacteroides_fragilis	aroE
A0A149NSA0	A0A149NSA0_BACFG	Shikimate 5-dehydrogenase (Shikimate dehydrogenase (EC 1.1.1.25))	Bacteroides fragilis	1.1.1.25	UniRef90_A0A081U2Z0	Bacteroides_fragilis	aroE
A0A081U2Z0	A0A081U2Z0_BACFG	Shikimate dehydrogenase (EC 1.1.1.25)	Bacteroides fragilis	1.1.1.25	UniRef90_A0A081U2Z0	Bacteroides_fragilis	aroE
E1WLV3	E1WLV3_BACF6	Putative shikimate 5-dehydrogenase (EC 1.1.1.25)	Bacteroides fragilis (strain 638R)	1.1.1.25	UniRef90_A0A081U2Z0	Bacteroides_fragilis	aroE
Q5LH05	Q5LH05_BACFN	Shikimate 5-dehydrogenase (EC 1.1.1.25)	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	1.1.1.25	UniRef90_A0A081U2Z0	Bacteroides_fragilis	aroE
Q64ZU2	AROK_BACFR	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis (strain YCH46)	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
Q5LIQ7	AROK_BACFN	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A081U3M4	A0A081U3M4_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis	2.7.1.71	UniRef90_A0A081U3M4	Bacteroides_fragilis	aroK_L
A0AAP9NEK8	A0AAP9NEK8_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis	2.7.1.71	UniRef90_A0A081U3M4	Bacteroides_fragilis	aroK_L
A0A0K6BNP8	A0A0K6BNP8_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A412Y8P9	A0A412Y8P9_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis	2.7.1.71	UniRef90_A0A081U3M4	Bacteroides_fragilis	aroK_L
A0A413K6G4	A0A413K6G4_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis	2.7.1.71	UniRef90_A0A081U3M4	Bacteroides_fragilis	aroK_L
A0A0E2B7D0	A0A0E2B7D0_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis CL07T12C05	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
I9BQ04	I9BQ04_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis CL05T12C13	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A016EE29	A0A016EE29_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis str. 3976T8	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A016AQB8	A0A016AQB8_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis str. S36L11	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
E1WK69	E1WK69_BACF6	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis (strain 638R)	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A015SUT0	A0A015SUT0_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis str. 3988T(B)14	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A015VBH5	A0A015VBH5_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis str. 3998T(B)3	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0A015ZPP0	A0A015ZPP0_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis str. 2-F-2 #4	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0AAN4SK59	A0AAN4SK59_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis str. 1007-1-F #10	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
A0AB38PTL9	A0AB38PTL9_BACFG	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides fragilis	2.7.1.71	UniRef90_Q5LIQ7	Bacteroides_fragilis	aroK_L
Q64YD8	AROA_BACFR	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis (strain YCH46)	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
Q5LHG9	AROA_BACFN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2)	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A412YQZ8	A0A412YQZ8_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0A413K3U0	A0A413K3U0_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0A642KW33	A0A642KW33_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A9Q4PAD2	A0A9Q4PAD2_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0AAQ2S796	A0AAQ2S796_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A2M9UYP8	A0A2M9UYP8_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A2M9V626	A0A2M9V626_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A396BTN8	A0A396BTN8_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0A9X9NHB3	A0A9X9NHB3_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0AAE6C317	A0AAE6C317_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0AAP9NDJ6	A0AAP9NDJ6_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0AB38PSK2	A0AB38PSK2_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A5C6LET5	A0A5C6LET5_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A5M5R834	A0A5M5R834_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A0I9UHV7	A0A0I9UHV7_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
A0AAP8ZS52	A0AAP8ZS52_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_A0A0I9UHV7	Bacteroides_fragilis	aroA
F7LL31	F7LL31_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A0E2AV38	A0A0E2AV38_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis CL07T12C05	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
I9VYP4	I9VYP4_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis CL05T12C13	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A016ATE9	A0A016ATE9_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis str. 3976T8	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
A0A015YDV5	A0A015YDV5_BACFG	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis str. S36L11	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
E1WLC9	E1WLC9_BACF6	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides fragilis (strain 638R)	2.5.1.19	UniRef90_Q64YD8	Bacteroides_fragilis	aroA
