Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species
A0A1G4VJH2	A0A1G4VJH2_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium YSD2013	2.5.1.54	UniRef90_A0A1G4VJH2	Lachnospiraceae_bacterium
A0A1T5D109	A0A1T5D109_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Lachnospiraceae bacterium	2.5.1.54	UniRef90_A0A1T5D109	Lachnospiraceae_bacterium
A0A2G3PZ76	A0A2G3PZ76_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A2G3PZ76	Lachnospiraceae_bacterium
A0A3D2EIC8	A0A3D2EIC8_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_R7N425	Lachnospiraceae_bacterium
A0A316M5I6	A0A316M5I6_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_R7N425	Lachnospiraceae_bacterium
A0A3D1YAD3	A0A3D1YAD3_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_R7N425	Lachnospiraceae_bacterium
A0A348N3Q4	A0A348N3Q4_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A348N3Q4	Lachnospiraceae_bacterium
A0A351VC82	A0A351VC82_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A351VC82	Lachnospiraceae_bacterium
A0A355YKQ4	A0A355YKQ4_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A355YKQ4	Lachnospiraceae_bacterium
A0A3B9MUP3	A0A3B9MUP3_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A3B9MUP3	Lachnospiraceae_bacterium
A0A3B9WVV4	A0A3B9WVV4_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A3B9WVV4	Lachnospiraceae_bacterium
A0A3D2KCR5	A0A3D2KCR5_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_R5E7G7	Lachnospiraceae_bacterium
A0A7U9NHB8	A0A7U9NHB8_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A7U9NHB8	Lachnospiraceae_bacterium
A0A7U9S1M0	A0A7U9S1M0_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A7U9S1M0	Lachnospiraceae_bacterium
A0A7U9S852	A0A7U9S852_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A7U9S852	Lachnospiraceae_bacterium
A0A7U9SPZ4	A0A7U9SPZ4_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A7U9SPZ4	Lachnospiraceae_bacterium
A0A4S2AJQ7	A0A4S2AJQ7_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A4S2AJQ7	Lachnospiraceae_bacterium
A0A7X5DUG7	A0A7X5DUG7_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A4S2AJQ7	Lachnospiraceae_bacterium
A0A927T9E5	A0A927T9E5_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A927T9E5	Lachnospiraceae_bacterium
A0A927UJ42	A0A927UJ42_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A927UJ42	Lachnospiraceae_bacterium
A0A927Z6K0	A0A927Z6K0_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A927Z6K0	Lachnospiraceae_bacterium
A0A351UUI7	A0A351UUI7_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A351UUI7	Lachnospiraceae_bacterium
A0A357AQ12	A0A357AQ12_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A357AQ12	Lachnospiraceae_bacterium
A0A3D5TC57	A0A3D5TC57_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A1Q6QKC1	Lachnospiraceae_bacterium
A0A3D5WR91	A0A3D5WR91_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A3D5WR91	Lachnospiraceae_bacterium
A0A4V6RFC6	A0A4V6RFC6_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A4V6RFC6	Lachnospiraceae_bacterium
A0A927Y9M7	A0A927Y9M7_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A927Y9M7	Lachnospiraceae_bacterium
A0A927YUT2	A0A927YUT2_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lachnospiraceae bacterium	4.2.3.4	UniRef90_A0A927YUT2	Lachnospiraceae_bacterium
A0A3C0TG42	A0A3C0TG42_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A3C0TG42	Lachnospiraceae_bacterium
A0A927Y409	A0A927Y409_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A927Y409	Lachnospiraceae_bacterium
A0A927Z186	A0A927Z186_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A927Z186	Lachnospiraceae_bacterium
A0A929ULT5	A0A929ULT5_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929T4U9	A0A929T4U9_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929UTT1	A0A929UTT1_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929YBF1	A0A929YBF1_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929TN09	A0A929TN09_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929XFF0	A0A929XFF0_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929Y6L3	A0A929Y6L3_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929TCD9	A0A929TCD9_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929THG6	A0A929THG6_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A929U2T1	A0A929U2T1_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A929TCD9	Lachnospiraceae_bacterium
A0A3B9I894	A0A3B9I894_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A3B9I894	Lachnospiraceae_bacterium
A0A927UTJ8	A0A927UTJ8_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A927UTJ8	Lachnospiraceae_bacterium
A0A927UZF6	A0A927UZF6_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium	2.7.1.71; 4.2.1.10	UniRef90_A0A927UZF6	Lachnospiraceae_bacterium
W3AN44	W3AN44_9FIRM	Multifunctional fusion protein [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate kinase (SK) (EC 2.7.1.71)]	Lachnospiraceae bacterium JC7	2.7.1.71; 4.2.1.10	UniRef90_W3AN44	Lachnospiraceae_bacterium
A0A349BWH6	A0A349BWH6_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A349BWH6	Lachnospiraceae_bacterium
A0A349ZR10	A0A349ZR10_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A349ZR10	Lachnospiraceae_bacterium
A0A350BYP9	A0A350BYP9_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A350BYP9	Lachnospiraceae_bacterium
A0A352CMH6	A0A352CMH6_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A352CMH6	Lachnospiraceae_bacterium
A0A352CSW3	A0A352CSW3_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A352CSW3	Lachnospiraceae_bacterium
A0A3B9MW93	A0A3B9MW93_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A3B9MW93	Lachnospiraceae_bacterium
A0A3B9WQZ1	A0A3B9WQZ1_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A3B9WQZ1	Lachnospiraceae_bacterium
A0A3B9WY17	A0A3B9WY17_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lachnospiraceae bacterium	4.2.1.10	UniRef90_A0A3B9WY17	Lachnospiraceae_bacterium
A0A3D2KGM2	A0A3D2KGM2_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium	1.1.1.25; 2.7.1.71	UniRef90_A0A3D2KGM2	Lachnospiraceae_bacterium
A0A927UEI2	A0A927UEI2_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium	1.1.1.25; 2.7.1.71	UniRef90_A0A927UEI2	Lachnospiraceae_bacterium
A0A927V7N5	A0A927V7N5_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium	1.1.1.25; 2.7.1.71	UniRef90_A0A927V7N5	Lachnospiraceae_bacterium
A0A239R431	A0A239R431_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium	1.1.1.25; 2.7.1.71	UniRef90_A0A239R431	Lachnospiraceae_bacterium
A0A349ZTR7	A0A349ZTR7_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium	1.1.1.25; 2.7.1.71	UniRef90_A0A349ZTR7	Lachnospiraceae_bacterium
A0A3B9WPX4	A0A3B9WPX4_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium	1.1.1.25; 2.7.1.71	UniRef90_A0A3B9WPX4	Lachnospiraceae_bacterium
A0A1H9BNX7	A0A1H9BNX7_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium NE2001	1.1.1.25; 2.7.1.71	UniRef90_A0A1H9BNX7	Lachnospiraceae_bacterium
A0A1H3VFX9	A0A1H3VFX9_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Lachnospiraceae bacterium NK3A20	1.1.1.25; 2.7.1.71	UniRef90_A0A1H3VFX9	Lachnospiraceae_bacterium
A0A351TFD9	A0A351TFD9_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A351TFD9	Lachnospiraceae_bacterium
A0A355YN08	A0A355YN08_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A355YN08	Lachnospiraceae_bacterium
A0A3B8TYJ8	A0A3B8TYJ8_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A3B8TYJ8	Lachnospiraceae_bacterium
A0A3B9SI78	A0A3B9SI78_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A3B9SI78	Lachnospiraceae_bacterium
A0A3C1WTL9	A0A3C1WTL9_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A3C1WTL9	Lachnospiraceae_bacterium
A0A3D1Y8M8	A0A3D1Y8M8_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_R7N380	Lachnospiraceae_bacterium
A0A3D2EC71	A0A3D2EC71_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_R7N380	Lachnospiraceae_bacterium
A0A7U9MZW7	A0A7U9MZW7_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7U9MZW7	Lachnospiraceae_bacterium
A0A7U9RB32	A0A7U9RB32_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7U9RB32	Lachnospiraceae_bacterium
A0A7U9WV68	A0A7U9WV68_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7U9WV68	Lachnospiraceae_bacterium
A0A7U9WZR8	A0A7U9WZR8_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7U9WZR8	Lachnospiraceae_bacterium
A0A7X5C9U6	A0A7X5C9U6_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7X5C9U6	Lachnospiraceae_bacterium
A0A4S2AI35	A0A4S2AI35_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7X5DRY1	Lachnospiraceae_bacterium
A0A7X5DRY1	A0A7X5DRY1_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A7X5DRY1	Lachnospiraceae_bacterium
A0A927VAX4	A0A927VAX4_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A927VAX4	Lachnospiraceae_bacterium
A0A929SGY5	A0A929SGY5_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929SGY5	Lachnospiraceae_bacterium
A0A929Y2S7	A0A929Y2S7_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929T435	A0A929T435_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929UBC3	A0A929UBC3_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929TN08	A0A929TN08_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929XUB3	A0A929XUB3_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929T614	A0A929T614_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929TCT0	A0A929TCT0_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929UNB8	A0A929UNB8_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929YK33	A0A929YK33_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929Y424	A0A929Y424_9FIRM	Shikimate dehydrogenase	Lachnospiraceae bacterium		UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929Y250	A0A929Y250_9FIRM	Shikimate dehydrogenase substrate binding N-terminal domain-containing protein	Lachnospiraceae bacterium		UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A929YN90	A0A929YN90_9FIRM	Shikimate dehydrogenase	Lachnospiraceae bacterium		UniRef90_A0A929T614	Lachnospiraceae_bacterium
A0A9E1GT07	A0A9E1GT07_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A9E1GT07	Lachnospiraceae_bacterium
A0A316Q119	A0A316Q119_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A1Q6SN90	Lachnospiraceae_bacterium
A0A3D2G9G0	A0A3D2G9G0_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lachnospiraceae bacterium	1.1.1.25	UniRef90_A0A1Q6SN90	Lachnospiraceae_bacterium
A0A9D5RKV6	A0A9D5RKV6_9FIRM	Multifunctional fusion protein [Includes: 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)]	Lachnospiraceae bacterium	2.4.99.17; 2.5.1.19	UniRef90_A0A9D5RKV6	Lachnospiraceae_bacterium
A0A316PVB5	A0A316PVB5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A1Q6SQZ9	Lachnospiraceae_bacterium
A0A3D2G9C3	A0A3D2G9C3_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A1Q6SQZ9	Lachnospiraceae_bacterium
A0A3D2G4Y7	A0A3D2G4Y7_9FIRM	5-enolpyruvylshikimate-3-phosphate synthase	Lachnospiraceae bacterium		UniRef90_A0A1Q6SQZ9	Lachnospiraceae_bacterium
A0A348N470	A0A348N470_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A348N470	Lachnospiraceae_bacterium
A0A351TK35	A0A351TK35_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A351TK35	Lachnospiraceae_bacterium
A0A351VDZ3	A0A351VDZ3_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A351VDZ3	Lachnospiraceae_bacterium
A0A351XJS6	A0A351XJS6_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A351XJS6	Lachnospiraceae_bacterium
A0A352CS19	A0A352CS19_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A7X2TNG7	Lachnospiraceae_bacterium
A0A3B9I9H4	A0A3B9I9H4_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A3B9I9H4	Lachnospiraceae_bacterium
A0A3B9MT73	A0A3B9MT73_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lachnospiraceae bacterium	2.5.1.19	UniRef90_A0A3B9MT73	Lachnospiraceae_bacterium
